Gene stable ID,Gene start (bp),Gene end (bp),Gene description,Gene name,Gene type,Chromosome/scaffold name,Strand
ENSMUSG00000022472,81992523,82033862,desumoylating isopeptidase 1 [Source:MGI Symbol;Acc:MGI:106313],Desi1,protein_coding,15,-1
ENSMUSG00000098528,59306948,59312013,zinc finger protein 572 [Source:MGI Symbol;Acc:MGI:1922170],Zfp572,transcribed_processed_pseudogene,15,1
ENSMUSG00000022582,75155240,75159126,"lymphocyte antigen 6 complex, locus G [Source:MGI Symbol;Acc:MGI:109440]",Ly6g,protein_coding,15,1
ENSMUSG00000022351,59315077,59331192,squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296],Sqle,protein_coding,15,1
ENSMUSG00000098021,39180511,39181436,predicted gene 9522 [Source:MGI Symbol;Acc:MGI:3779931],Gm9522,processed_pseudogene,15,1
ENSMUSG00000092494,79314199,79315558,predicted gene 20420 [Source:MGI Symbol;Acc:MGI:5141885],Gm20420,processed_transcript,15,1
ENSMUSG00000042632,79286228,79328390,"phospholipase A2, group VI [Source:MGI Symbol;Acc:MGI:1859152]",Pla2g6,protein_coding,15,-1
ENSMUSG00000055748,63891264,63912297,gasdermin C4 [Source:MGI Symbol;Acc:MGI:1921798],Gsdmc4,protein_coding,15,-1
ENSMUSG00000101140,75193904,75197667,predicted gene 28117 [Source:MGI Symbol;Acc:MGI:5578823],Gm28117,unprocessed_pseudogene,15,-1
ENSMUSG00000047728,75216376,75222661,cDNA sequence BC025446 [Source:MGI Symbol;Acc:MGI:2385015],BC025446,protein_coding,15,1
ENSMUSG00000023019,99717515,99725005,glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:MGI Symbol;Acc:MGI:95679],Gpd1,protein_coding,15,1
ENSMUSG00000034333,88751660,88784516,"zinc finger, BED type containing 4 [Source:MGI Symbol;Acc:MGI:2682302]",Zbed4,protein_coding,15,1
ENSMUSG00000089671,99715543,99724474,predicted gene 16537 [Source:MGI Symbol;Acc:MGI:4414957],Gm16537,antisense_RNA,15,-1
ENSMUSG00000037386,39198261,39684372,regulating synaptic membrane exocytosis 2 [Source:MGI Symbol;Acc:MGI:2152972],Rims2,protein_coding,15,1
ENSMUSG00000100603,95097542,95162394,RIKEN cDNA 1700129L04 gene [Source:MGI Symbol;Acc:MGI:1920877],1700129L04Rik,sense_intronic,15,-1
ENSMUSG00000100127,63914448,63925666,"gasdermin C-like, pseudogene [Source:MGI Symbol;Acc:MGI:1921710]",Gsdmcl-ps,transcribed_unprocessed_pseudogene,15,1
ENSMUSG00000068348,75235597,75238768,predicted pseudogene 10238 [Source:MGI Symbol;Acc:MGI:3641620],Gm10238,unprocessed_pseudogene,15,-1
ENSMUSG00000022483,97975602,98004695,"collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]",Col2a1,protein_coding,15,-1
ENSMUSG00000100462,75245146,75247357,predicted gene 28115 [Source:MGI Symbol;Acc:MGI:5578821],Gm28115,unprocessed_pseudogene,15,-1
ENSMUSG00000022350,59331997,59374167,WASH complex subunit 5 [Source:MGI Symbol;Acc:MGI:2146110],Washc5,protein_coding,15,-1
ENSMUSG00000022583,75268421,75272235,"lymphocyte antigen 6 complex, locus F [Source:MGI Symbol;Acc:MGI:109441]",Ly6f,protein_coding,15,1
ENSMUSG00000035845,88805244,88819318,"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2385025]",Alg12,protein_coding,15,-1
ENSMUSG00000099467,75293950,75297099,predicted gene 28116 [Source:MGI Symbol;Acc:MGI:5578822],Gm28116,unprocessed_pseudogene,15,-1
ENSMUSG00000101289,75311377,75314964,predicted gene 3454 [Source:MGI Symbol;Acc:MGI:3781630],Gm3454,unprocessed_pseudogene,15,-1
ENSMUSG00000090500,99819020,99834570,predicted gene 17057 [Source:MGI Symbol;Acc:MGI:4937884],Gm17057,antisense_RNA,15,1
ENSMUSG00000092014,99810289,99810582,predicted gene 4468 [Source:MGI Symbol;Acc:MGI:3782652],Gm4468,processed_pseudogene,15,-1
ENSMUSG00000023021,99734881,99772885,ceramide synthase 5 [Source:MGI Symbol;Acc:MGI:1919199],Cers5,protein_coding,15,-1
ENSMUSG00000099414,75326500,75326728,predicted gene 28113 [Source:MGI Symbol;Acc:MGI:5578819],Gm28113,unprocessed_pseudogene,15,-1
ENSMUSG00000101075,75328240,75330355,predicted gene 29517 [Source:MGI Symbol;Acc:MGI:5580223],Gm29517,unprocessed_pseudogene,15,1
ENSMUSG00000100375,75349006,75351181,predicted gene 28114 [Source:MGI Symbol;Acc:MGI:5578820],Gm28114,unprocessed_pseudogene,15,-1
ENSMUSG00000102028,75372463,75377269,predicted gene 3142 [Source:MGI Symbol;Acc:MGI:3781321],Gm3142,unprocessed_pseudogene,15,-1
ENSMUSG00000023051,102518192,102523676,"TARBP2, RISC loading complex RNA binding subunit [Source:MGI Symbol;Acc:MGI:103027]",Tarbp2,protein_coding,15,1
ENSMUSG00000023022,99778470,99875428,LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992],Lima1,protein_coding,15,-1
ENSMUSG00000090406,99765991,99782332,predicted gene 17058 [Source:MGI Symbol;Acc:MGI:4937885],Gm17058,antisense_RNA,15,1
ENSMUSG00000033088,78947724,79005867,TRIO and F-actin binding protein [Source:MGI Symbol;Acc:MGI:1349410],Triobp,protein_coding,15,1
ENSMUSG00000053168,75427606,75431829,RIKEN cDNA 9030619P08 gene [Source:MGI Symbol;Acc:MGI:3612405],9030619P08Rik,transcribed_unprocessed_pseudogene,15,-1
ENSMUSG00000093626,75449457,75451406,"lymphocyte antigen 6 complex, locus L [Source:MGI Symbol;Acc:MGI:5313101]",Ly6l,protein_coding,15,1
ENSMUSG00000022378,63929097,64060478,"family with sequence similarity 49, member B [Source:MGI Symbol;Acc:MGI:1923520]",Fam49b,protein_coding,15,-1
ENSMUSG00000045608,95623563,95655960,developing brain homeobox 2 [Source:MGI Symbol;Acc:MGI:107445],Dbx2,protein_coding,15,-1
ENSMUSG00000058600,34440505,34443640,ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037],Rpl30,protein_coding,15,-1
ENSMUSG00000115685,34442980,34444812,,AC126028.2,TEC,15,1
ENSMUSG00000115569,95736415,95753732,,AC107757.2,lincRNA,15,-1
ENSMUSG00000115699,95747247,95751591,,AC107757.3,lincRNA,15,-1
ENSMUSG00000043329,95775754,95776233,predicted gene 8849 [Source:MGI Symbol;Acc:MGI:3647326],Gm8849,processed_pseudogene,15,1
ENSMUSG00000078648,95824458,95830072,"predicted gene, 17546 [Source:MGI Symbol;Acc:MGI:4937180]",Gm17546,antisense_RNA,15,-1
ENSMUSG00000115049,95972739,95994129,,AC113178.1,processed_transcript,15,-1
ENSMUSG00000115522,95802033,95804401,,AC107757.1,antisense_RNA,15,-1
ENSMUSG00000064210,95790843,95974751,anoctamin 6 [Source:MGI Symbol;Acc:MGI:2145890],Ano6,protein_coding,15,1
ENSMUSG00000022577,75551268,75567255,"lymphocyte antigen 6 complex, locus H [Source:MGI Symbol;Acc:MGI:1346030]",Ly6h,protein_coding,15,-1
ENSMUSG00000097643,95787856,95791642,RIKEN cDNA A130051J0 gene [Source:MGI Symbol;Acc:MGI:3642574],A130051J06Rik,antisense_RNA,15,-1
ENSMUSG00000044726,34453305,34473892,glutamate rich 5 [Source:MGI Symbol;Acc:MGI:2447772],Erich5,protein_coding,15,1
ENSMUSG00000115300,34481707,34483829,,AC126028.1,TEC,15,1
ENSMUSG00000022323,34484021,34495255,reactive intermediate imine deaminase A homolog [Source:MGI Symbol;Acc:MGI:1095401],Rida,protein_coding,15,-1
ENSMUSG00000034259,76327397,76330677,exosome component 4 [Source:MGI Symbol;Acc:MGI:1923576],Exosc4,protein_coding,15,1
ENSMUSG00000071724,76294434,76296896,sphingomyelin phosphodiesterase 5 [Source:MGI Symbol;Acc:MGI:3709877],Smpd5,protein_coding,15,1
ENSMUSG00000022562,76296597,76328015,5-oxoprolinase (ATP-hydrolysing) [Source:MGI Symbol;Acc:MGI:1922725],Oplah,protein_coding,15,-1
ENSMUSG00000059586,59374247,59601684,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase [Source:MGI Symbol;Acc:MGI:1915751]",Nsmce2,protein_coding,15,1
ENSMUSG00000115005,34531560,34531698,,AC152940.1,processed_pseudogene,15,1
ENSMUSG00000022325,34495304,34530648,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914974]",Pop1,protein_coding,15,1
ENSMUSG00000010601,77388221,77399110,apolipoprotein L 7a [Source:MGI Symbol;Acc:MGI:1923011],Apol7a,protein_coding,15,-1
ENSMUSG00000093458,77391702,77392381,predicted gene 20688 [Source:MGI Symbol;Acc:MGI:5313135],Gm20688,processed_transcript,15,-1
ENSMUSG00000022388,88890633,88954418,"tubulin tyrosine ligase-like family, member 8 [Source:MGI Symbol;Acc:MGI:1922902]",Ttll8,protein_coding,15,-1
ENSMUSG00000093394,88889780,88891525,predicted gene 20621 [Source:MGI Symbol;Acc:MGI:5313068],Gm20621,sense_overlapping,15,-1
ENSMUSG00000032501,59648350,59657099,tribbles pseudokinase 1 [Source:MGI Symbol;Acc:MGI:2443397],Trib1,protein_coding,15,1
ENSMUSG00000047888,80711313,80941085,trinucleotide repeat containing 6b [Source:MGI Symbol;Acc:MGI:2443730],Tnrc6b,protein_coding,15,1
ENSMUSG00000089968,99427701,99435313,"NCK-associated protein 5-like, opposite strand [Source:MGI Symbol;Acc:MGI:1918162]",Nckap5los,antisense_RNA,15,1
ENSMUSG00000023009,99422035,99457748,NCK-associated protein 5-like [Source:MGI Symbol;Acc:MGI:3609653],Nckap5l,protein_coding,15,-1
ENSMUSG00000068252,77422210,77447492,apolipoprotein L 7b [Source:MGI Symbol;Acc:MGI:3583950],Apol7b,protein_coding,15,-1
ENSMUSG00000082233,77443285,77444420,predicted gene 6506 [Source:MGI Symbol;Acc:MGI:3645107],Gm6506,processed_pseudogene,15,-1
ENSMUSG00000086467,77427979,77461966,RIKEN cDNA 4930571N24 gene [Source:MGI Symbol;Acc:MGI:1925474],4930571N24Rik,processed_transcript,15,1
ENSMUSG00000078925,96051616,96079553,RIKEN cDNA D030018L15 gene [Source:MGI Symbol;Acc:MGI:3028082],D030018L15Rik,lincRNA,15,-1
ENSMUSG00000097536,96134819,96284495,RIKEN cDNA 2610037D02 gene [Source:MGI Symbol;Acc:MGI:1917290],2610037D02Rik,lincRNA,15,-1
ENSMUSG00000096971,10714836,10790123,RIKEN cDNA 4930556M19 gene [Source:MGI Symbol;Acc:MGI:1922509],4930556M19Rik,lincRNA,15,1
ENSMUSG00000115033,7575993,7576242,,AC112935.1,processed_pseudogene,15,-1
ENSMUSG00000103142,7669965,7670340,"predicted gene, 37743 [Source:MGI Symbol;Acc:MGI:5610971]",Gm37743,TEC,15,-1
ENSMUSG00000115150,55930702,55932415,,AC122769.1,TEC,15,1
ENSMUSG00000115200,55923402,55960906,,AC122769.3,lincRNA,15,1
ENSMUSG00000115497,7760714,7760992,,AC131033.1,lincRNA,15,1
ENSMUSG00000115765,7779036,7780046,,AC131033.2,processed_pseudogene,15,1
ENSMUSG00000050982,77477047,77491069,apolipoprotein L 10A [Source:MGI Symbol;Acc:MGI:3036238],Apol10a,protein_coding,15,1
ENSMUSG00000051853,98737621,98763214,ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432],Arf3,protein_coding,15,-1
ENSMUSG00000115651,55973605,55974505,,AC122769.4,processed_pseudogene,15,1
ENSMUSG00000104327,103378071,103378407,"predicted gene, 37322 [Source:MGI Symbol;Acc:MGI:5610550]",Gm37322,TEC,15,1
ENSMUSG00000101113,77558239,77561892,RIKEN cDNA 1700025B11 gene [Source:MGI Symbol;Acc:MGI:1923659],1700025B11Rik,protein_coding,15,-1
ENSMUSG00000037343,55015131,55072152,TATA-box binding protein associated factor 2 [Source:MGI Symbol;Acc:MGI:2443028],Taf2,protein_coding,15,-1
ENSMUSG00000050014,77584158,77596125,apolipoprotein L 10B [Source:MGI Symbol;Acc:MGI:3043522],Apol10b,protein_coding,15,-1
ENSMUSG00000115187,55976162,55976463,,AC122769.2,processed_pseudogene,15,1
ENSMUSG00000091694,77633951,77643286,apolipoprotein L 11b [Source:MGI Symbol;Acc:MGI:3036248],Apol11b,protein_coding,15,-1
ENSMUSG00000022996,98770712,98778150,"wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]",Wnt10b,protein_coding,15,-1
ENSMUSG00000094814,10325380,10373749,predicted gene 21973 [Source:MGI Symbol;Acc:MGI:5439442],Gm21973,protein_coding,15,1
ENSMUSG00000005268,10177238,10349180,prolactin receptor [Source:MGI Symbol;Acc:MGI:97763],Prlr,protein_coding,15,1
ENSMUSG00000022487,103402405,103430470,gametocyte specific factor 1 [Source:MGI Symbol;Acc:MGI:1921424],Gtsf1,protein_coding,15,-1
ENSMUSG00000039828,7873055,8099209,WD repeat domain 70 [Source:MGI Symbol;Acc:MGI:1921020],Wdr70,protein_coding,15,-1
ENSMUSG00000054277,83299739,83350247,ADP-ribosylation factor GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:1913501],Arfgap3,protein_coding,15,-1
ENSMUSG00000089678,10358532,10410153,alanine-glyoxylate aminotransferase 2 [Source:MGI Symbol;Acc:MGI:2146052],Agxt2,protein_coding,15,1
ENSMUSG00000022439,84324026,84342978,"parvin, gamma [Source:MGI Symbol;Acc:MGI:2158329]",Parvg,protein_coding,15,1
ENSMUSG00000022403,81363669,81400077,suppression of tumorigenicity 13 [Source:MGI Symbol;Acc:MGI:1917606],St13,protein_coding,15,-1
ENSMUSG00000107344,12031565,12031927,predicted gene 2559 [Source:MGI Symbol;Acc:MGI:3780727],Gm2559,processed_pseudogene,15,-1
ENSMUSG00000022997,98789857,98793837,"wingless-type MMTV integration site family, member 1 [Source:MGI Symbol;Acc:MGI:98953]",Wnt1,protein_coding,15,1
ENSMUSG00000075511,83357526,83367282,RIKEN cDNA 1700001L05 gene [Source:MGI Symbol;Acc:MGI:1916541],1700001L05Rik,lincRNA,15,-1
ENSMUSG00000115441,12068248,12085197,,AC121860.1,lincRNA,15,-1
ENSMUSG00000022280,36239933,36283147,ring finger protein 19A [Source:MGI Symbol;Acc:MGI:1353623],Rnf19a,protein_coding,15,-1
ENSMUSG00000115017,12181147,12181464,,AC161269.1,processed_pseudogene,15,1
ENSMUSG00000022201,12117831,12185683,zinc finger RNA binding protein [Source:MGI Symbol;Acc:MGI:1341890],Zfr,protein_coding,15,1
ENSMUSG00000037280,100691813,100729376,polypeptide N-acetylgalactosaminyltransferase 6 [Source:MGI Symbol;Acc:MGI:1891640],Galnt6,protein_coding,15,-1
ENSMUSG00000115169,64396379,64433598,,AC098728.1,lincRNA,15,1
ENSMUSG00000115328,64627409,64633508,,AC122034.1,lincRNA,15,-1
ENSMUSG00000115162,36299624,36300475,,AC147366.1,processed_pseudogene,15,1
ENSMUSG00000068579,36308149,36308944,"ribosomal protein L7A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3643413]",Rpl7a-ps3,processed_pseudogene,15,-1
ENSMUSG00000042564,79609576,79658956,"family with sequence similarity 227, member A [Source:MGI Symbol;Acc:MGI:1922979]",Fam227a,protein_coding,15,-1
ENSMUSG00000115715,36341217,36367117,,AC147366.2,processed_transcript,15,-1
ENSMUSG00000090062,100695780,100704896,"polypeptide N-acetylgalactosaminyltransferase 6, opposite strand [Source:MGI Symbol;Acc:MGI:1916281]",Galnt6os,antisense_RNA,15,1
ENSMUSG00000114981,36375343,36390172,,AC115304.1,lincRNA,15,-1
ENSMUSG00000115278,36375049,36376090,,AC115304.2,lincRNA,15,1
ENSMUSG00000115395,36433319,36436691,,AC158986.2,lincRNA,15,-1
ENSMUSG00000022303,39745930,39760938,dendrocyte expressed seven transmembrane protein [Source:MGI Symbol;Acc:MGI:1923016],Dcstamp,protein_coding,15,1
ENSMUSG00000022621,89582533,89591923,"RAB, member RAS oncogene family-like 2 [Source:MGI Symbol;Acc:MGI:1915958]",Rabl2,protein_coding,15,-1
ENSMUSG00000022376,64697084,64922296,adenylate cyclase 8 [Source:MGI Symbol;Acc:MGI:1341110],Adcy8,protein_coding,15,-1
ENSMUSG00000067613,101485131,101491512,keratin 83 [Source:MGI Symbol;Acc:MGI:3690448],Krt83,protein_coding,15,-1
ENSMUSG00000099083,102525946,102625464,activating transcription factor 7 [Source:MGI Symbol;Acc:MGI:2443472],Atf7,protein_coding,15,-1
ENSMUSG00000022422,55076099,55090491,DNA replication and sister chromatid cohesion 1 [Source:MGI Symbol;Acc:MGI:1919357],Dscc1,protein_coding,15,-1
ENSMUSG00000048154,98831669,98871204,lysine (K)-specific methyltransferase 2D [Source:MGI Symbol;Acc:MGI:2682319],Kmt2d,protein_coding,15,-1
ENSMUSG00000115657,55084561,55097699,,AC137950.3,antisense_RNA,15,1
ENSMUSG00000048307,36477668,36496820,ankyrin repeat domain 46 [Source:MGI Symbol;Acc:MGI:1916089],Ankrd46,protein_coding,15,-1
ENSMUSG00000039801,8169106,8271158,RIKEN cDNA 2410089E03 gene [Source:MGI Symbol;Acc:MGI:1920942],2410089E03Rik,protein_coding,15,1
ENSMUSG00000022304,39768487,39857470,dihydropyrimidinase [Source:MGI Symbol;Acc:MGI:1928679],Dpys,protein_coding,15,-1
ENSMUSG00000023052,102523839,102524942,neuropeptide FF-amide peptide precursor [Source:MGI Symbol;Acc:MGI:1891708],Npff,protein_coding,15,-1
ENSMUSG00000052414,102523843,102625067,"predicted gene, 28047 [Source:MGI Symbol;Acc:MGI:5547783]",Gm28047,protein_coding,15,-1
ENSMUSG00000087695,39797045,39812377,predicted gene 16291 [Source:MGI Symbol;Acc:MGI:3826548],Gm16291,antisense_RNA,15,1
ENSMUSG00000022419,55112317,55259271,DEP domain containing MTOR-interacting protein [Source:MGI Symbol;Acc:MGI:2146322],Deptor,protein_coding,15,1
ENSMUSG00000022427,79670861,79672862,translocase of outer mitochondrial membrane 22 homolog (yeast) [Source:MGI Symbol;Acc:MGI:2450248],Tomm22,protein_coding,15,1
ENSMUSG00000022442,83483772,83510893,tubulin tyrosine ligase-like 1 [Source:MGI Symbol;Acc:MGI:2443047],Ttll1,protein_coding,15,-1
ENSMUSG00000053749,55099917,55113677,predicted gene 9920 [Source:MGI Symbol;Acc:MGI:3642228],Gm9920,processed_transcript,15,-1
ENSMUSG00000115593,25840120,25840611,,AC131178.1,processed_pseudogene,15,-1
ENSMUSG00000048699,101552356,101562950,keratin 90 [Source:MGI Symbol;Acc:MGI:3045312],Krt90,protein_coding,15,-1
ENSMUSG00000022986,101563345,101573904,keratin 75 [Source:MGI Symbol;Acc:MGI:1923500],Krt75,protein_coding,15,-1
ENSMUSG00000062760,84379203,84447097,RIKEN cDNA 1810041L15 gene [Source:MGI Symbol;Acc:MGI:1919551],1810041L15Rik,protein_coding,15,-1
ENSMUSG00000061527,101707070,101712891,keratin 5 [Source:MGI Symbol;Acc:MGI:96702],Krt5,protein_coding,15,-1
ENSMUSG00000115153,12194907,12196619,,AC150560.1,lincRNA,15,-1
ENSMUSG00000115356,12198302,12198472,,AC150560.2,processed_pseudogene,15,-1
ENSMUSG00000023755,98877778,98881404,Ras homolog enriched in brain like 1 [Source:MGI Symbol;Acc:MGI:1916409],Rhebl1,protein_coding,15,-1
ENSMUSG00000039458,12205028,12274496,myotubularin related protein 12 [Source:MGI Symbol;Acc:MGI:2443034],Mtmr12,protein_coding,15,1
ENSMUSG00000089796,79739574,79741798,predicted gene 16575 [Source:MGI Symbol;Acc:MGI:4414995],Gm16575,processed_transcript,15,1
ENSMUSG00000042524,79724070,79742536,Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011],Sun2,protein_coding,15,-1
ENSMUSG00000036106,84669620,84703673,proline rich 5 (renal) [Source:MGI Symbol;Acc:MGI:1924714],Prr5,protein_coding,15,1
ENSMUSG00000115084,36499977,36503431,,AC158986.1,TEC,15,-1
ENSMUSG00000051879,101733950,101743109,keratin 71 [Source:MGI Symbol;Acc:MGI:1861586],Krt71,protein_coding,15,-1
ENSMUSG00000023032,100761747,100823968,"solute carrier family 4 (anion exchanger), member 8 [Source:MGI Symbol;Acc:MGI:1928745]",Slc4a8,protein_coding,15,1
ENSMUSG00000013611,36504062,36555573,sorting nexin 31 [Source:MGI Symbol;Acc:MGI:1913946],Snx31,protein_coding,15,-1
ENSMUSG00000022305,39870589,39943994,low density lipoprotein-related protein 12 [Source:MGI Symbol;Acc:MGI:2443132],Lrp12,protein_coding,15,-1
ENSMUSG00000022489,103503034,103530052,"phosphodiesterase 1B, Ca2+-calmodulin dependent [Source:MGI Symbol;Acc:MGI:97523]",Pde1b,protein_coding,15,1
ENSMUSG00000063260,89782393,89841860,synaptotagmin X [Source:MGI Symbol;Acc:MGI:1859546],Syt10,protein_coding,15,-1
ENSMUSG00000115640,8480871,8481945,,AC132833.4,lincRNA,15,-1
ENSMUSG00000115591,8482119,8500343,,AC132833.3,lincRNA,15,1
ENSMUSG00000056605,101776172,101786458,keratin 72 [Source:MGI Symbol;Acc:MGI:2146034],Krt72,protein_coding,15,-1
ENSMUSG00000078954,84720052,84772207,Rho GTPase activating protein 8 [Source:MGI Symbol;Acc:MGI:1920417],Arhgap8,protein_coding,15,1
ENSMUSG00000115480,8512327,8532794,,AC132833.1,lincRNA,15,1
ENSMUSG00000115577,8529435,8529591,,AC132833.2,processed_pseudogene,15,-1
ENSMUSG00000063661,101793308,101802343,keratin 73 [Source:MGI Symbol;Acc:MGI:3607712],Krt73,protein_coding,15,-1
ENSMUSG00000064201,101810689,101818169,keratin 2 [Source:MGI Symbol;Acc:MGI:96699],Krt2,protein_coding,15,-1
ENSMUSG00000022999,98903921,98918231,limb region 1 like [Source:MGI Symbol;Acc:MGI:1289247],Lmbr1l,protein_coding,15,-1
ENSMUSG00000005360,8634124,8710764,"solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:MGI Symbol;Acc:MGI:99917]",Slc1a3,protein_coding,15,-1
ENSMUSG00000052560,90487482,90679432,copine VIII [Source:MGI Symbol;Acc:MGI:1914121],Cpne8,protein_coding,15,-1
ENSMUSG00000022283,36595661,36609668,"poly(A) binding protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1349722]",Pabpc1,protein_coding,15,-1
ENSMUSG00000022443,77760587,77842175,"myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]",Myh9,protein_coding,15,-1
ENSMUSG00000103047,8652106,8655073,"predicted gene, 37310 [Source:MGI Symbol;Acc:MGI:5610538]",Gm37310,TEC,15,-1
ENSMUSG00000022556,76477422,76501913,heat shock factor 1 [Source:MGI Symbol;Acc:MGI:96238],Hsf1,protein_coding,15,1
ENSMUSG00000078847,90561347,90561829,predicted pseudogene 6746 [Source:MGI Symbol;Acc:MGI:3645488],Gm6746,processed_pseudogene,15,1
ENSMUSG00000005124,66891320,66923201,WNT1 inducible signaling pathway protein 1 [Source:MGI Symbol;Acc:MGI:1197008],Wisp1,protein_coding,15,1
ENSMUSG00000091492,81415560,81419188,predicted gene 17025 [Source:MGI Symbol;Acc:MGI:4937852],Gm17025,antisense_RNA,15,-1
ENSMUSG00000047108,81406926,81408299,DnaJ heat shock protein family (Hsp40) member B7 [Source:MGI Symbol;Acc:MGI:1914012],Dnajb7,protein_coding,15,-1
ENSMUSG00000022401,81400138,81456807,"X-prolyl aminopeptidase 3, mitochondrial [Source:MGI Symbol;Acc:MGI:2445217]",Xpnpep3,protein_coding,15,1
ENSMUSG00000022270,25843180,25973687,reticulophagy regulator 1 [Source:MGI Symbol;Acc:MGI:1913520],Retreg1,protein_coding,15,1
ENSMUSG00000067594,101858732,101869705,keratin 77 [Source:MGI Symbol;Acc:MGI:3588209],Krt77,protein_coding,15,-1
ENSMUSG00000115230,39962649,39967024,,AC101945.2,lincRNA,15,1
ENSMUSG00000115594,12286669,12287453,,AC150560.3,processed_pseudogene,15,1
ENSMUSG00000075402,101884351,101892920,keratin 76 [Source:MGI Symbol;Acc:MGI:1924305],Krt76,protein_coding,15,-1
ENSMUSG00000061397,101929332,101940324,keratin 79 [Source:MGI Symbol;Acc:MGI:2385030],Krt79,protein_coding,15,-1
ENSMUSG00000091479,66929607,66931107,predicted gene 17035 [Source:MGI Symbol;Acc:MGI:4937862],Gm17035,antisense_RNA,15,1
ENSMUSG00000091412,66969323,67013039,predicted gene 2895 [Source:MGI Symbol;Acc:MGI:3781073],Gm2895,processed_transcript,15,1
ENSMUSG00000005125,66929321,66969640,N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799],Ndrg1,protein_coding,15,-1
ENSMUSG00000115759,55474780,55475563,,AC133156.2,transcribed_processed_pseudogene,15,-1
ENSMUSG00000022371,55307750,55520803,"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]",Col14a1,protein_coding,15,1
ENSMUSG00000022200,12321450,12351591,golgi phosphoprotein 3 [Source:MGI Symbol;Acc:MGI:1913879],Golph3,protein_coding,15,1
ENSMUSG00000115152,39991199,39991664,,AC101945.1,processed_pseudogene,15,-1
ENSMUSG00000115739,40012803,40014778,,AC101945.4,TEC,15,-1
ENSMUSG00000115712,40042982,40043134,,AC101945.3,processed_pseudogene,15,-1
ENSMUSG00000115142,40045191,40128982,,AC152394.1,lincRNA,15,1
ENSMUSG00000094112,40134365,40150010,RIKEN cDNA 9330182O14 gene [Source:MGI Symbol;Acc:MGI:3045378],9330182O14Rik,protein_coding,15,1
ENSMUSG00000067870,90764279,90764656,"ribosomal protein L31, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3647726]",Rpl31-ps8,processed_pseudogene,15,-1
ENSMUSG00000103130,12633062,12635346,RIKEN cDNA F830212C03 gene [Source:MGI Symbol;Acc:MGI:3641876],F830212C03Rik,TEC,15,-1
ENSMUSG00000078300,12574889,12575890,predicted pseudogene 2606 [Source:MGI Symbol;Acc:MGI:3780774],Gm2606,processed_pseudogene,15,1
ENSMUSG00000022197,12359711,12739924,PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394],Pdzd2,protein_coding,15,-1
ENSMUSG00000115367,40162581,40168076,,AC152394.2,lincRNA,15,1
ENSMUSG00000036966,102116528,102136234,SPRY domain containing 3 [Source:MGI Symbol;Acc:MGI:2446175],Spryd3,protein_coding,15,-1
ENSMUSG00000115820,40343260,40393307,,AC102000.1,lincRNA,15,1
ENSMUSG00000101568,55436115,55439020,RIKEN cDNA 1700040F17 gene [Source:MGI Symbol;Acc:MGI:1920584],1700040F17Rik,antisense_RNA,15,-1
ENSMUSG00000115414,55475530,55479377,,AC133156.1,processed_transcript,15,-1
ENSMUSG00000022490,103530279,103538003,"protein phosphatase 1, regulatory (inhibitor) subunit 1A [Source:MGI Symbol;Acc:MGI:1889595]",Ppp1r1a,protein_coding,15,-1
ENSMUSG00000056332,40511322,40527277,predicted gene 16294 [Source:MGI Symbol;Acc:MGI:3645121],Gm16294,lincRNA,15,-1
ENSMUSG00000115069,40537321,40538425,,AC099645.1,processed_pseudogene,15,1
ENSMUSG00000052253,25984366,25998481,zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282],Zfp622,protein_coding,15,1
ENSMUSG00000097805,42676241,42704616,"predicted gene, 17473 [Source:MGI Symbol;Acc:MGI:4937107]",Gm17473,antisense_RNA,15,1
ENSMUSG00000022309,42424723,42676977,angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448],Angpt1,protein_coding,15,-1
